sep=,
"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"MAP3K6","Approved symbol","MAP3K6","mitogen-activated protein kinase kinase kinase 6","HGNC:6858","1p36.11"
"MAP3K7","Approved symbol","MAP3K7","mitogen-activated protein kinase kinase kinase 7","HGNC:6859","6q15"
"MAP3K7CL","Approved symbol","MAP3K7CL","MAP3K7 C-terminal like","HGNC:16457","21q21.3"
"MAP3K8","Approved symbol","MAP3K8","mitogen-activated protein kinase kinase kinase 8","HGNC:6860","10p11.23"
"MAP3K9","Approved symbol","MAP3K9","mitogen-activated protein kinase kinase kinase 9","HGNC:6861","14q24.2"
"MAP4","Approved symbol","MAP4","microtubule associated protein 4","HGNC:6862","3p21.31"
"MAP4K1","Approved symbol","MAP4K1","mitogen-activated protein kinase kinase kinase kinase 1","HGNC:6863","19q13.2"
"MAP4K2","Approved symbol","MAP4K2","mitogen-activated protein kinase kinase kinase kinase 2","HGNC:6864","11q13.1"
"MAP4K3","Approved symbol","MAP4K3","mitogen-activated protein kinase kinase kinase kinase 3","HGNC:6865","2p22.1"
"MAP4K4","Approved symbol","MAP4K4","mitogen-activated protein kinase kinase kinase kinase 4","HGNC:6866","2q11.2"
"MAP4K5","Approved symbol","MAP4K5","mitogen-activated protein kinase kinase kinase kinase 5","HGNC:6867","14q22.1"
"MAP6","Approved symbol","MAP6","microtubule associated protein 6","HGNC:6868","11q13.5"
"MAP6D1","Approved symbol","MAP6D1","MAP6 domain containing 1","HGNC:25753","3q27.1"
"MAP7","Approved symbol","MAP7","microtubule associated protein 7","HGNC:6869","6q23.3"
"MAP7D1","Approved symbol","MAP7D1","MAP7 domain containing 1","HGNC:25514","1p34.3"
"MAP7D2","Approved symbol","MAP7D2","MAP7 domain containing 2","HGNC:25899","Xp22.12"
"MAP7D3","Approved symbol","MAP7D3","MAP7 domain containing 3","HGNC:25742","Xq26.3"
"MAP9","Approved symbol","MAP9","microtubule associated protein 9","HGNC:26118","4q32.1"
"MAPK1","Approved symbol","MAPK1","mitogen-activated protein kinase 1","HGNC:6871","22q11.22"
"MAPK10","Approved symbol","MAPK10","mitogen-activated protein kinase 10","HGNC:6872","4q21.3"
"MAPK11","Approved symbol","MAPK11","mitogen-activated protein kinase 11","HGNC:6873","22q13.33"
"MAPK12","Approved symbol","MAPK12","mitogen-activated protein kinase 12","HGNC:6874","22q13.33"
"MAPK13","Approved symbol","MAPK13","mitogen-activated protein kinase 13","HGNC:6875","6p21.31"
"MAPK14","Approved symbol","MAPK14","mitogen-activated protein kinase 14","HGNC:6876","6p21.31"
"MAPK1IP1L","Approved symbol","MAPK1IP1L","mitogen-activated protein kinase 1 interacting protein 1 like","HGNC:19840","14q22.3"
"MAPK3","Approved symbol","MAPK3","mitogen-activated protein kinase 3","HGNC:6877","16p11.2"
"MAPK6","Approved symbol","MAPK6","mitogen-activated protein kinase 6","HGNC:6879","15q21.2"
"MAPK7","Approved symbol","MAPK7","mitogen-activated protein kinase 7","HGNC:6880","17p11.2"
"MAPK8","Approved symbol","MAPK8","mitogen-activated protein kinase 8","HGNC:6881","10q11.22"
"MAPK8IP1","Approved symbol","MAPK8IP1","mitogen-activated protein kinase 8 interacting protein 1","HGNC:6882","11p11.2"
"MAPK8IP2","Approved symbol","MAPK8IP2","mitogen-activated protein kinase 8 interacting protein 2","HGNC:6883","22q13.33"
"MAPK8IP3","Approved symbol","MAPK8IP3","mitogen-activated protein kinase 8 interacting protein 3","HGNC:6884","16p13.3"
"MAPK9","Approved symbol","MAPK9","mitogen-activated protein kinase 9","HGNC:6886","5q35.3"
"MAPKAP1","Approved symbol","MAPKAP1","MAPK associated protein 1","HGNC:18752","9q33.3"
"MAPKAPK2","Approved symbol","MAPKAPK2","MAPK activated protein kinase 2","HGNC:6887","1q32.1"
"MAPKAPK3","Approved symbol","MAPKAPK3","MAPK activated protein kinase 3","HGNC:6888","3p21.2"
"MAPKAPK5","Approved symbol","MAPKAPK5","MAPK activated protein kinase 5","HGNC:6889","12q24.12-q24.13"
"MAPKAPK5-AS1","Approved symbol","MAPKAPK5-AS1","MAPKAPK5 antisense RNA 1","HGNC:24091","12q24.12"
"MAPKBP1","Approved symbol","MAPKBP1","mitogen-activated protein kinase binding protein 1","HGNC:29536","15q15.1"
"MAPRE1","Approved symbol","MAPRE1","microtubule associated protein RP/EB family member 1","HGNC:6890","20q11.21"
"MAPRE2","Approved symbol","MAPRE2","microtubule associated protein RP/EB family member 2","HGNC:6891","18q12.1-q12.2"
"MAPRE3","Approved symbol","MAPRE3","microtubule associated protein RP/EB family member 3","HGNC:6892","2p23.3"
"MAPT","Approved symbol","MAPT","microtubule associated protein tau","HGNC:6893","17q21.31"
"MAPT-AS1","Approved symbol","MAPT-AS1","MAPT antisense RNA 1","HGNC:43738","17q21.31"
"MARCH1","Previous symbol","MARCHF1","membrane associated ring-CH-type finger 1","HGNC:26077","4q32.2-q32.3"
"MARCH2","Previous symbol","MARCHF2","membrane associated ring-CH-type finger 2","HGNC:28038","19p13.2"
"MARCH3","Previous symbol","MARCHF3","membrane associated ring-CH-type finger 3","HGNC:28728","5q23.2"
"MARCH5","Previous symbol","MARCHF5","membrane associated ring-CH-type finger 5","HGNC:26025","10q23.32-q23.33"
"MARCH6","Previous symbol","MARCHF6","membrane associated ring-CH-type finger 6","HGNC:30550","5p15.2"
"MARCH7","Previous symbol","MARCHF7","membrane associated ring-CH-type finger 7","HGNC:17393","2q24.2"
"MARCH8","Previous symbol","MARCHF8","membrane associated ring-CH-type finger 8","HGNC:23356","10q11.21-q11.22"
"MARCH9","Previous symbol","MARCHF9","membrane associated ring-CH-type finger 9","HGNC:25139","12q14.1"
"MARCKS","Approved symbol","MARCKS","myristoylated alanine rich protein kinase C substrate","HGNC:6759","6q21"
"MARCKSL1","Approved symbol","MARCKSL1","MARCKS like 1","HGNC:7142","1p35.1"
"MARK2","Approved symbol","MARK2","microtubule affinity regulating kinase 2","HGNC:3332","11q13.1"
"MARK3","Approved symbol","MARK3","microtubule affinity regulating kinase 3","HGNC:6897","14q32.32-q32.33"
"MARK4","Approved symbol","MARK4","microtubule affinity regulating kinase 4","HGNC:13538","19q13.32"
"MARS","Previous symbol","MARS1","methionyl-tRNA synthetase 1","HGNC:6898","12q13.3"
"MARS2","Approved symbol","MARS2","methionyl-tRNA synthetase 2, mitochondrial","HGNC:25133","2q33.1"
"MARVELD1","Approved symbol","MARVELD1","MARVEL domain containing 1","HGNC:28674","10q24.2"
"MARVELD2","Approved symbol","MARVELD2","MARVEL domain containing 2","HGNC:26401","5q13.2"
"MARVELD3","Approved symbol","MARVELD3","MARVEL domain containing 3","HGNC:30525","16q22.2"
"MASP2","Approved symbol","MASP2","mannan binding lectin serine peptidase 2","HGNC:6902","1p36.22"
"MAST1","Approved symbol","MAST1","microtubule associated serine/threonine kinase 1","HGNC:19034","19p13.2"
"MAST1","Alias symbol","CLASP1","cytoplasmic linker associated protein 1","HGNC:17088","2q14.2-q14.3"
"MAST2","Approved symbol","MAST2","microtubule associated serine/threonine kinase 2","HGNC:19035","1p34.1"
"MAST3","Approved symbol","MAST3","microtubule associated serine/threonine kinase 3","HGNC:19036","19p13.11"
"MAST4","Approved symbol","MAST4","microtubule associated serine/threonine kinase family member 4","HGNC:19037","5q12.3"
"MASTL","Approved symbol","MASTL","microtubule associated serine/threonine kinase like","HGNC:19042","10p12.1"
"MAT2A","Approved symbol","MAT2A","methionine adenosyltransferase 2A","HGNC:6904","2p11.2"
"MAT2B","Approved symbol","MAT2B","methionine adenosyltransferase 2B","HGNC:6905","5q34"
"MATK","Approved symbol","MATK","megakaryocyte-associated tyrosine kinase","HGNC:6906","19p13.3"
"MATN1","Approved symbol","MATN1","matrilin 1","HGNC:6907","1p35.2"
"MATN1-AS1","Approved symbol","MATN1-AS1","MATN1 antisense RNA 1","HGNC:40364","1p35.2"
"MATN2","Approved symbol","MATN2","matrilin 2","HGNC:6908","8q22.1-q22.2"
"MATN4","Approved symbol","MATN4","matrilin 4","HGNC:6910","20q13.12"
"MATR3","Approved symbol","MATR3","matrin 3","HGNC:6912","5q31.2"
"MAU2","Approved symbol","MAU2","MAU2 sister chromatid cohesion factor","HGNC:29140","19p13.11"
"MAVS","Approved symbol","MAVS","mitochondrial antiviral signaling protein","HGNC:29233","20p13"
"MAX","Approved symbol","MAX","MYC associated factor X","HGNC:6913","14q23.3"
"MAZ","Approved symbol","MAZ","MYC associated zinc finger protein","HGNC:6914","16p11.2"
"MB","Approved symbol","MB","myoglobin","HGNC:6915","22q12.3"
"MB21D1","Previous symbol","CGAS","cyclic GMP-AMP synthase","HGNC:21367","6q13"
"MB21D2","Approved symbol","MB21D2","Mab-21 domain containing 2","HGNC:30438","3q29"
"MBD1","Approved symbol","MBD1","methyl-CpG binding domain protein 1","HGNC:6916","18q21.1"
"MBD2","Approved symbol","MBD2","methyl-CpG binding domain protein 2","HGNC:6917","18q21.2"
"MBD3","Approved symbol","MBD3","methyl-CpG binding domain protein 3","HGNC:6918","19p13.3"
"MBD4","Approved symbol","MBD4","methyl-CpG binding domain 4, DNA glycosylase","HGNC:6919","3q21.3"
"MBD5","Approved symbol","MBD5","methyl-CpG binding domain protein 5","HGNC:20444","2q23.2"
"MBD6","Approved symbol","MBD6","methyl-CpG binding domain protein 6","HGNC:20445","12q13.3"
"MBIP","Approved symbol","MBIP","MAP3K12 binding inhibitory protein 1","HGNC:20427","14q13.3"
"MBLAC1","Approved symbol","MBLAC1","metallo-beta-lactamase domain containing 1","HGNC:22180","7q22.1"
"MBLAC2","Approved symbol","MBLAC2","metallo-beta-lactamase domain containing 2","HGNC:33711","5q14.3"
"MBNL1","Approved symbol","MBNL1","muscleblind like splicing regulator 1","HGNC:6923","3q25.1-q25.2"
"MBNL1-AS1","Approved symbol","MBNL1-AS1","MBNL1 antisense RNA 1","HGNC:44584","3q25.1"
"MBNL2","Approved symbol","MBNL2","muscleblind like splicing regulator 2","HGNC:16746","13q32.1"
"MBNL3","Approved symbol","MBNL3","muscleblind like splicing regulator 3","HGNC:20564","Xq26.2"
"MBOAT1","Approved symbol","MBOAT1","membrane bound O-acyltransferase domain containing 1","HGNC:21579","6p22.3"
"MBOAT2","Approved symbol","MBOAT2","membrane bound O-acyltransferase domain containing 2","HGNC:25193","2p25.1"
"MBOAT4","Approved symbol","MBOAT4","membrane bound O-acyltransferase domain containing 4","HGNC:32311","8p12"
"MBOAT7","Approved symbol","MBOAT7","membrane bound O-acyltransferase domain containing 7","HGNC:15505","19q13.42"
"MBP","Approved symbol","MBP","myelin basic protein","HGNC:6925","18q23"
"MBP","Alias symbol","PRG2","proteoglycan 2, pro eosinophil major basic protein","HGNC:9362","11q12.1"
"MBTD1","Approved symbol","MBTD1","mbt domain containing 1","HGNC:19866","17q21.33"
"MBTPS1","Approved symbol","MBTPS1","membrane bound transcription factor peptidase, site 1","HGNC:15456","16q23.3-q24.1"
"MBTPS2","Approved symbol","MBTPS2","membrane bound transcription factor peptidase, site 2","HGNC:15455","Xp22.12"
"MC1R","Approved symbol","MC1R","melanocortin 1 receptor","HGNC:6929","16q24.3"
"MC5R","Approved symbol","MC5R","melanocortin 5 receptor","HGNC:6933","18p11.21"
"MCAM","Approved symbol","MCAM","melanoma cell adhesion molecule","HGNC:6934","11q23.3"
"MCAT","Approved symbol","MCAT","malonyl-CoA-acyl carrier protein transacylase","HGNC:29622","22q13.2"
"MCC","Approved symbol","MCC","MCC regulator of WNT signaling pathway","HGNC:6935","5q22.2"
"MCCC1","Approved symbol","MCCC1","methylcrotonoyl-CoA carboxylase 1","HGNC:6936","3q27.1"
"MCCC1-AS1","Approved symbol","MCCC1-AS1","MCCC1 antisense RNA 1","HGNC:40366","3q27.1"
"MCCC2","Approved symbol","MCCC2","methylcrotonoyl-CoA carboxylase 2","HGNC:6937","5q13.2"
"MCEE","Approved symbol","MCEE","methylmalonyl-CoA epimerase","HGNC:16732","2p13.3"
"MCF2","Approved symbol","MCF2","MCF.2 cell line derived transforming sequence","HGNC:6940","Xq27.1"
"MCF2L","Approved symbol","MCF2L","MCF.2 cell line derived transforming sequence like","HGNC:14576","13q34"
"MCF2L-AS1","Approved symbol","MCF2L-AS1","MCF2L antisense RNA 1","HGNC:39825","13q34"
"MCF2L2","Approved symbol","MCF2L2","MCF.2 cell line derived transforming sequence-like 2","HGNC:30319","3q27.1"
"MCFD2","Approved symbol","MCFD2","multiple coagulation factor deficiency 2, ER cargo receptor complex subunit","HGNC:18451","2p21"
"MCHR1","Approved symbol","MCHR1","melanin concentrating hormone receptor 1","HGNC:4479","22q13.2"
"MCL1","Approved symbol","MCL1","MCL1 apoptosis regulator, BCL2 family member","HGNC:6943","1q21.2"
"MCM10","Approved symbol","MCM10","minichromosome maintenance 10 replication initiation factor","HGNC:18043","10p13"
"MCM2","Approved symbol","MCM2","minichromosome maintenance complex component 2","HGNC:6944","3q21.3"
"MCM2","Previous symbol","MCM7","minichromosome maintenance complex component 7","HGNC:6950","7q22.1"
"MCM3","Approved symbol","MCM3","minichromosome maintenance complex component 3","HGNC:6945","6p12.2"
"MCM3AP","Approved symbol","MCM3AP","minichromosome maintenance complex component 3 associated protein","HGNC:6946","21q22.3"
"MCM3AP-AS1","Approved symbol","MCM3AP-AS1","MCM3AP antisense RNA 1","HGNC:16417","21q22.3"
"MCM4","Approved symbol","MCM4","minichromosome maintenance complex component 4","HGNC:6947","8q11.21"
"MCM5","Approved symbol","MCM5","minichromosome maintenance complex component 5","HGNC:6948","22q12.3"
"MCM6","Approved symbol","MCM6","minichromosome maintenance complex component 6","HGNC:6949","2q21.3"
"MCM7","Approved symbol","MCM7","minichromosome maintenance complex component 7","HGNC:6950","7q22.1"
"MCM8","Approved symbol","MCM8","minichromosome maintenance 8 homologous recombination repair factor","HGNC:16147","20p12.3"
"MCM9","Approved symbol","MCM9","minichromosome maintenance 9 homologous recombination repair factor","HGNC:21484","6q22.31"
"MCMBP","Approved symbol","MCMBP","minichromosome maintenance complex binding protein","HGNC:25782","10q26.11"
"MCMDC2","Approved symbol","MCMDC2","minichromosome maintenance domain containing 2","HGNC:26368","8q13.1"
"MCOLN1","Approved symbol","MCOLN1","mucolipin 1","HGNC:13356","19p13.2"
"MCOLN2","Approved symbol","MCOLN2","mucolipin 2","HGNC:13357","1p22.3"
"MCOLN3","Approved symbol","MCOLN3","mucolipin 3","HGNC:13358","1p22.3"
"MCPH1","Approved symbol","MCPH1","microcephalin 1","HGNC:6954","8p23.1"
"MCPH1-AS1","Approved symbol","MCPH1-AS1","MCPH1 antisense RNA 1","HGNC:51655","8p23.1"
"MCRS1","Approved symbol","MCRS1","microspherule protein 1","HGNC:6960","12q13.12"
"MCTP1","Approved symbol","MCTP1","multiple C2 and transmembrane domain containing 1","HGNC:26183","5q15"
"MCTP2","Approved symbol","MCTP2","multiple C2 and transmembrane domain containing 2","HGNC:25636","15q26.2"
"MCTS1","Approved symbol","MCTS1","MCTS1 re-initiation and release factor","HGNC:23357","Xq24"
"MCU","Approved symbol","MCU","mitochondrial calcium uniporter","HGNC:23526","10q22.1"
"MCUR1","Approved symbol","MCUR1","mitochondrial calcium uniporter regulator 1","HGNC:21097","6p23"
"MDC1","Approved symbol","MDC1","mediator of DNA damage checkpoint 1","HGNC:21163","6p21.33"
"MDFIC","Approved symbol","MDFIC","MyoD family inhibitor domain containing","HGNC:28870","7q31.1-q31.2"
"MDGA1","Approved symbol","MDGA1","MAM domain containing glycosylphosphatidylinositol anchor 1","HGNC:19267","6p21.2"
"MDH1","Approved symbol","MDH1","malate dehydrogenase 1","HGNC:6970","2p15"
"MDH1B","Approved symbol","MDH1B","malate dehydrogenase 1B","HGNC:17836","2q33.3"
"MDH2","Approved symbol","MDH2","malate dehydrogenase 2","HGNC:6971","7q11.23"
"MDK","Approved symbol","MDK","midkine","HGNC:6972","11p11.2"
"MDM1","Approved symbol","MDM1","Mdm1 nuclear protein","HGNC:29917","12q15"
"MDM2","Approved symbol","MDM2","MDM2 proto-oncogene","HGNC:6973","12q15"
"MDM4","Approved symbol","MDM4","MDM4 regulator of p53","HGNC:6974","1q32.1"
"MDN1","Approved symbol","MDN1","midasin AAA ATPase 1","HGNC:18302","6q15"
"MDP1","Approved symbol","MDP1","magnesium dependent phosphatase 1","HGNC:28781","14q12"
"MDS2","Approved symbol","MDS2","myelodysplastic syndrome 2 translocation associated","HGNC:29633","1p36"
"ME1","Approved symbol","ME1","malic enzyme 1","HGNC:6983","6q14.2"
"ME1","Alias symbol","PCDHB16","protocadherin beta 16","HGNC:14546","5q31.3"
"ME2","Approved symbol","ME2","malic enzyme 2","HGNC:6984","18q21.2"
"ME2","Alias symbol","CELSR1","cadherin EGF LAG seven-pass G-type receptor 1","HGNC:1850","22q13.31"
"ME2","Alias symbol","PCDHB11","protocadherin beta 11","HGNC:8682","5q31.3"
"ME3","Approved symbol","ME3","malic enzyme 3","HGNC:6985","11q14.2"
"ME3","Alias symbol","PCDHGA5","protocadherin gamma subfamily A, 5","HGNC:8703","5q31"
"MEA1","Approved symbol","MEA1","male-enhanced antigen 1","HGNC:6986","6p21.1"
"MEAF6","Approved symbol","MEAF6","MYST/Esa1 associated factor 6","HGNC:25674","1p34.3"
"MECP2","Approved symbol","MECP2","methyl-CpG binding protein 2","HGNC:6990","Xq28"
"MECR","Approved symbol","MECR","mitochondrial trans-2-enoyl-CoA reductase","HGNC:19691","1p35.3"
"MED1","Approved symbol","MED1","mediator complex subunit 1","HGNC:9234","17q12"
"MED1","Alias symbol","MBD4","methyl-CpG binding domain 4, DNA glycosylase","HGNC:6919","3q21.3"
"MED10","Approved symbol","MED10","mediator complex subunit 10","HGNC:28760","5p15.31"
"MED11","Approved symbol","MED11","mediator complex subunit 11","HGNC:32687","17p13.2"
"MED12","Approved symbol","MED12","mediator complex subunit 12","HGNC:11957","Xq13.1"
"MED12L","Approved symbol","MED12L","mediator complex subunit 12L","HGNC:16050","3q25.1"
"MED13","Approved symbol","MED13","mediator complex subunit 13","HGNC:22474","17q23.2"
"MED13L","Approved symbol","MED13L","mediator complex subunit 13L","HGNC:22962","12q24.21"
"MED14","Approved symbol","MED14","mediator complex subunit 14","HGNC:2370","Xp11.4"
"MED14OS","Approved symbol","MED14OS","MED14 opposite strand","HGNC:40162","Xp11.4"
"MED15","Approved symbol","MED15","mediator complex subunit 15","HGNC:14248","22q11.21"
"MED16","Approved symbol","MED16","mediator complex subunit 16","HGNC:17556","19p13.3"
"MED17","Approved symbol","MED17","mediator complex subunit 17","HGNC:2375","11q21"
"MED18","Approved symbol","MED18","mediator complex subunit 18","HGNC:25944","1p35.3"
"MED19","Approved symbol","MED19","mediator complex subunit 19","HGNC:29600","11q12.1"
"MED20","Approved symbol","MED20","mediator complex subunit 20","HGNC:16840","6p21.1"
"MED21","Approved symbol","MED21","mediator complex subunit 21","HGNC:11473","12p11.23"
"MED22","Approved symbol","MED22","mediator complex subunit 22","HGNC:11477","9q34.2"
"MED23","Approved symbol","MED23","mediator complex subunit 23","HGNC:2372","6q23.2"
"MED24","Approved symbol","MED24","mediator complex subunit 24","HGNC:22963","17q21.1"
"MED25","Approved symbol","MED25","mediator complex subunit 25","HGNC:28845","19q13.3"
"MED25","Alias symbol","MED9","mediator complex subunit 9","HGNC:25487","17p11.2"
"MED26","Approved symbol","MED26","mediator complex subunit 26","HGNC:2376","19p13.11"
"MED27","Approved symbol","MED27","mediator complex subunit 27","HGNC:2377","9q34.13"
"MED28","Approved symbol","MED28","mediator complex subunit 28","HGNC:24628","4p15.32"
"MED29","Approved symbol","MED29","mediator complex subunit 29","HGNC:23074","19q13.2"
"MED30","Approved symbol","MED30","mediator complex subunit 30","HGNC:23032","8q24.11"
"MED31","Approved symbol","MED31","mediator complex subunit 31","HGNC:24260","17p13.1"
"MED4","Approved symbol","MED4","mediator complex subunit 4","HGNC:17903","13q14.2"
"MED4-AS1","Approved symbol","MED4-AS1","MED4 antisense RNA 1","HGNC:39213","13q14.2"
"MED6","Approved symbol","MED6","mediator complex subunit 6","HGNC:19970","14q24.2"
"MED7","Approved symbol","MED7","mediator complex subunit 7","HGNC:2378","5q33.3"
"MED8","Approved symbol","MED8","mediator complex subunit 8","HGNC:19971","1p34.2"
"MED9","Approved symbol","MED9","mediator complex subunit 9","HGNC:25487","17p11.2"
"MEF2A","Approved symbol","MEF2A","myocyte enhancer factor 2A","HGNC:6993","15q26.3"
"MEF2B","Approved symbol","MEF2B","myocyte enhancer factor 2B","HGNC:6995","19p13.11"
"MEF2C","Approved symbol","MEF2C","myocyte enhancer factor 2C","HGNC:6996","5q14.3"
"MEF2D","Approved symbol","MEF2D","myocyte enhancer factor 2D","HGNC:6997","1q22"
"MEGF11","Approved symbol","MEGF11","multiple EGF like domains 11","HGNC:29635","15q22.31"
"MEGF6","Approved symbol","MEGF6","multiple EGF like domains 6","HGNC:3232","1p36.32"
"MEGF8","Approved symbol","MEGF8","multiple EGF like domains 8","HGNC:3233","19q13.2"
"MEGF9","Approved symbol","MEGF9","multiple EGF like domains 9","HGNC:3234","9q33.2"
"MEI1","Approved symbol","MEI1","meiotic double-stranded break formation protein 1","HGNC:28613","22q13.2"
"MEIG1","Approved symbol","MEIG1","meiosis/spermiogenesis associated 1","HGNC:23429","10p13"
"MEIS1","Approved symbol","MEIS1","Meis homeobox 1","HGNC:7000","2p14"
"MEIS3","Approved symbol","MEIS3","Meis homeobox 3","HGNC:29537","19q13.32"
"MEIS3","Previous symbol","MEIS3P1","Meis homeobox 3 pseudogene 1","HGNC:7002","17p12"
"MELK","Approved symbol","MELK","maternal embryonic leucine zipper kinase","HGNC:16870","9p13.2"
"MEMO1","Approved symbol","MEMO1","mediator of cell motility 1","HGNC:14014","2p22.3"
"MEN1","Approved symbol","MEN1","menin 1","HGNC:7010","11q13"
"MEOX1","Approved symbol","MEOX1","mesenchyme homeobox 1","HGNC:7013","17q21.31"
"MEP1B","Approved symbol","MEP1B","meprin A subunit beta","HGNC:7020","18q12.1"
"MEPCE","Approved symbol","MEPCE","methylphosphate capping enzyme","HGNC:20247","7q22.1"
"MERTK","Approved symbol","MERTK","MER proto-oncogene, tyrosine kinase","HGNC:7027","2q13"
"MESDC1","Previous symbol","TLNRD1","talin rod domain containing 1","HGNC:13519","15q25.1"
"MESDC2","Previous symbol","MESD","mesoderm development LRP chaperone","HGNC:13520","15q25.1"
"MESP1","Approved symbol","MESP1","mesoderm posterior bHLH transcription factor 1","HGNC:29658","15q26.1"
"MEST","Approved symbol","MEST","mesoderm specific transcript","HGNC:7028","7q32.2"
"MET","Approved symbol","MET","MET proto-oncogene, receptor tyrosine kinase","HGNC:7029","7q31"
"METAP1","Approved symbol","METAP1","methionyl aminopeptidase 1","HGNC:15789","4q23"
"METAP1D","Approved symbol","METAP1D","methionyl aminopeptidase type 1D, mitochondrial","HGNC:32583","2q31.1"
"METAP2","Approved symbol","METAP2","methionyl aminopeptidase 2","HGNC:16672","12q22"
"Metazoa_SRP","Unmatched","","","",""
"METRN","Approved symbol","METRN","meteorin, glial cell differentiation regulator","HGNC:14151","16p13.3"
"METRNL","Approved symbol","METRNL","meteorin like, glial cell differentiation regulator","HGNC:27584","17q25.3"
"METTL1","Approved symbol","METTL1","methyltransferase like 1","HGNC:7030","12q14.1"
"METTL10","Previous symbol","EEF1AKMT2","EEF1A lysine methyltransferase 2","HGNC:33787","10q26.13"
"METTL12","Previous symbol","CSKMT","citrate synthase lysine methyltransferase","HGNC:33113","11q12.3"
"METTL13","Previous symbol","EEF1AKNMT","eEF1A lysine and N-terminal methyltransferase","HGNC:24248","1q24.3"
"METTL14","Approved symbol","METTL14","methyltransferase like 14","HGNC:29330","4q26"
"METTL15","Approved symbol","METTL15","methyltransferase like 15","HGNC:26606","11p14.1"
"METTL16","Approved symbol","METTL16","methyltransferase like 16","HGNC:28484","17p13.3"
"METTL17","Approved symbol","METTL17","methyltransferase like 17","HGNC:19280","14q11.2"
"METTL18","Approved symbol","METTL18","methyltransferase like 18","HGNC:28793","1q24.2"
"METTL20","Previous symbol","ETFBKMT","electron transfer flavoprotein subunit beta lysine methyltransferase","HGNC:28739","12p11.21"
"METTL21A","Approved symbol","METTL21A","methyltransferase like 21A","HGNC:30476","2q33.3"
"METTL21B","Previous symbol","EEF1AKMT3","EEF1A lysine methyltransferase 3","HGNC:24936","12q14.1"
"METTL22","Approved symbol","METTL22","methyltransferase like 22","HGNC:28368","16p13.2"
"METTL23","Approved symbol","METTL23","methyltransferase like 23","HGNC:26988","17q25.2"
"METTL25","Approved symbol","METTL25","methyltransferase like 25","HGNC:26228","12q21.31"
"METTL2A","Approved symbol","METTL2A","methyltransferase like 2A","HGNC:25755","17q23.2"
"METTL2B","Approved symbol","METTL2B","methyltransferase like 2B","HGNC:18272","7q32.1"
"METTL3","Approved symbol","METTL3","methyltransferase like 3","HGNC:17563","14q11.2"
"METTL4","Approved symbol","METTL4","methyltransferase like 4","HGNC:24726","18p11.32"
"METTL5","Approved symbol","METTL5","methyltransferase like 5","HGNC:25006","2q31.1"
"METTL6","Approved symbol","METTL6","methyltransferase like 6","HGNC:28343","3p25.1"
"METTL7A","Approved symbol","METTL7A","methyltransferase like 7A","HGNC:24550","12q13.12"
"METTL8","Approved symbol","METTL8","methyltransferase like 8","HGNC:25856","2q31.1"
"METTL9","Approved symbol","METTL9","methyltransferase like 9","HGNC:24586","16p12.2"
"MEX3A","Approved symbol","MEX3A","mex-3 RNA binding family member A","HGNC:33482","1q22"
"MEX3B","Approved symbol","MEX3B","mex-3 RNA binding family member B","HGNC:25297","15q25.2"
"MEX3C","Approved symbol","MEX3C","mex-3 RNA binding family member C","HGNC:28040","18q21.2"
"MEX3D","Approved symbol","MEX3D","mex-3 RNA binding family member D","HGNC:16734","19p13.3"
"MFAP1","Approved symbol","MFAP1","microfibril associated protein 1","HGNC:7032","15q15.3"
"MFAP3","Approved symbol","MFAP3","microfibril associated protein 3","HGNC:7034","5q33.2"
"MFAP3L","Approved symbol","MFAP3L","microfibril associated protein 3 like","HGNC:29083","4q33"
"MFAP4","Approved symbol","MFAP4","microfibril associated protein 4","HGNC:7035","17p11.2"
"MFF","Approved symbol","MFF","mitochondrial fission factor","HGNC:24858","2q36.3"
"MFGE8","Approved symbol","MFGE8","milk fat globule EGF and factor V/VIII domain containing","HGNC:7036","15q26.1"
"MFHAS1","Approved symbol","MFHAS1","malignant fibrous histiocytoma amplified sequence 1","HGNC:16982","8p23.1"
"MFI2","Previous symbol","MELTF","melanotransferrin","HGNC:7037","3q29"
"MFI2-AS1","Previous symbol","MELTF-AS1","MELTF antisense RNA 1","HGNC:40373","3q29"
"MFN1","Approved symbol","MFN1","mitofusin 1","HGNC:18262","3q26.33"
"MFN2","Approved symbol","MFN2","mitofusin 2","HGNC:16877","1p36.22"
"MFNG","Approved symbol","MFNG","MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase","HGNC:7038","22q13.1"
"MFSD1","Approved symbol","MFSD1","major facilitator superfamily domain containing 1","HGNC:25874","3q25.32"
"MFSD10","Approved symbol","MFSD10","major facilitator superfamily domain containing 10","HGNC:16894","4p16.3"
"MFSD11","Approved symbol","MFSD11","major facilitator superfamily domain containing 11","HGNC:25458","17q25.1"
"MFSD12","Approved symbol","MFSD12","major facilitator superfamily domain containing 12","HGNC:28299","19p13.3"
"MFSD2A","Approved symbol","MFSD2A","major facilitator superfamily domain containing 2A","HGNC:25897","1p34.2"
"MFSD2B","Approved symbol","MFSD2B","major facilitator superfamily domain containing 2B","HGNC:37207","2p23.3"
"MFSD3","Approved symbol","MFSD3","major facilitator superfamily domain containing 3","HGNC:25157","8q24.3"
"MFSD4","Previous symbol","MFSD4A","major facilitator superfamily domain containing 4A","HGNC:25433","1q32.1"
